participant,domain,xai,first training block,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,attribute changed,amount changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),patient can change - Blood Pressure,patient can change - Insulin,patient can change - BMI,patient can change - Age,plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),changed in training cf direction,dist to nearest training instance (L1 normalized),cognitive model v0.2 revision,cognitive model v0.2 family,cognitive model v0.2 representation,cognitive model v0.2 scope,cognitive model v0.2 global feature lapse,cognitive model v0.2 memory decay,cognitive model v0.2 exemplar distance sensitivity,cognitive model v0.2 selection spread,cognitive model v0.2 counterfactual edit blend,cognitive model v0.2 age actionable (0/1),cognitive model v0.2 edit margin,cognitive model v0.2 CV subset NLL,cognitive model v0.2 CV expected selection F1,cognitive model v0.2 CV MAP selection F1,cognitive model v0.2 CV exact-subset accuracy,cognitive model v0.2 CV cardinality MAE,cognitive model v0.2 CV conditional amount MAE,cognitive model v0.2 CV conditional direction accuracy,case,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,2,130201,,,0.416666666667,27.081,3.29883237498,29.205,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177) -> 118(0.169100057741)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,0.8,0.018559762435,Diabetes,0,0.118647567998,0.483539690781,0.482278195112,-0.0012614956683,0,,,,,,Insulin,-0.018559762435,-0.0679693866082,0.017721804888,1,near boundary,0,0,1,8,8,7,1,0.931208237642,0.0323992776757,0.034196688343,-0.034196688343,0.00179741066735,0.929731309716,0.95,0,,,,,,,,0.0430996845442,0.0148734302522,1,0.336908080638,,,,,,,,,,,,,,,,,,,2,0,0,-0.018559762435,0,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,3,130202,,,0.416666666667,26.238,3.26720874166,29.205,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 228(0.395941598614)
""BMI"" - 33.9(0.474150042147) -> 33.78184(0.47)
""Age"" - 40(0.513513513514)",,0.8,0.00415004214667,Diabetes,0,0.1075,0.4679117222,0.469128356036,0.0012166338367,1,,,,,,BMI,-0.00415004214667,0.293161802628,0.030871643964,0,far from boundary,0,0,1,8,8,7,1,0.99916999157,0.0764467974998,0.0731283728745,-0.0731283728745,-0.00331842462527,0.907277529282,0.95,0,,,,,,,,0.0430996845442,0,1,0.467762395737,,,,,,,,,,,,,,,,,,,3,0,0,0,-0.00415004214667,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,4,130203,,,0.416666666667,42.41,3.74738418349,29.205,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 210(0.358822073744)
""BMI"" - 39.4(0.66732228154) -> 38.33736(0.63)
""Age"" - 29(0.216216216216)",,0.8,0.0373222815398,Diabetes,0,0.0725,0.463741061238,0.476187723582,0.0124466623434,1,,,,,,BMI,-0.0373222815398,0.333491464881,0.023812276418,0,far from boundary,0,0,1,8,8,7,1,0.992535543692,0.0867721396761,0.0569287853726,-0.0569287853726,-0.0298433543035,0.898050399887,0.95,0,,,,,,,,0.0430996845442,0.0342397339469,1,0.547070282104,,,,,,,,,,,,,,,,,,,4,0,0,0,-0.0373222815398,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,5,130204,,,0.416666666667,17.831,2.88093851555,29.205,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486) -> 37(0.432432432432)",,0.8,0.0540540540541,No Diabetes,1,0.154141859617,0.492607340351,0.516705500049,0.0240981596977,1,,,,,,Age,-0.0540540540541,0.445815954407,0.016705500049,1,near boundary,0,1,0,8,8,7,1,0.989189189189,0.0165789274235,0.0374752387541,0.0374752387541,0.0208963113306,0.949622033618,0.95,0,,,,,,,,0.0430996845442,0.0515099408979,,0.305943885962,,,,,,,,,,,,,,,,,,,5,0,0,0,0,-0.0540540540541
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,6,130205,,,0.416666666667,13.981,2.63769926501,29.205,"""Glucose"" - 181(0.905798333617)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 293(0.529984327312)
""BMI"" - 40(0.688395616746)
""Age"" - 22(0.027027027027) -> 21(0)",,0.8,0.027027027027,Diabetes,0,0.192922643773,0.44484721091,0.455255467636,0.0104082567256,1,,,,,,Age,-0.027027027027,0.385105498848,0.044744532364,0,far from boundary,0,0,0,8,8,7,1,0.913172410826,0.132294051113,0.107177953601,-0.107177953601,-0.0251160975126,0.850047906652,0.95,0,,,,,,,,0.0430996845442,0.0236131744537,,0.722733439714,,,,,,,,,,,,,,,,,,,6,0,0,0,0,-0.027027027027
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,7,130206,,,0.416666666667,37.529,3.62511396744,29.205,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763) -> 40.61512(0.71)
""Age"" - 27(0.162162162162)",,0.8,0.0310789547626,Diabetes,0,0.07,0.477129570752,0.487518843677,0.0103892729253,1,,,,,,BMI,-0.0310789547626,0.334286432882,0.012481156323,0,far from boundary,0,0,1,8,8,7,1,0.93618441854,0.054673871648,0.0298227580483,-0.0298227580483,-0.0248511135997,0.888722235486,0.95,0,,,,,,,,0.0430996845442,0.0277954946762,1,0.58746777733,,,,,,,,,,,,,,,,,,,7,0,0,0,-0.0310789547626,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,8,130207,,,0.416666666667,18.941,2.94132888467,29.205,"""Glucose"" - 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 440(0.833127113751)
""BMI"" - 39.4(0.66732228154) -> 38.9068(0.65)
""Age"" - 30(0.243243243243)",,0.8,0.0173222815398,Diabetes,0,0.155,0.4427041147,0.448433394571,0.00572927987079,1,,,,,,BMI,-0.0173222815398,0.330746262126,0.051566605429,0,far from boundary,0,0,1,8,8,7,1,0.897113138947,0.137479314236,0.123628205355,-0.123628205355,-0.0138511088817,0.890124436281,0.95,0,,,,,,,,0.0430996845442,0.0135961267782,1,0.532055537055,,,,,,,,,,,,,,,,,,,8,0,0,0,-0.0173222815398,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,9,130208,,,0.416666666667,20.16,3.0037004432,29.205,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946) -> 53(0.864864864865)",,0.8,0.0810810810811,Diabetes,0,0.335122244329,0.378484007523,0.407193334377,0.0287093268536,1,,,,,,Age,-0.0810810810811,0.354081697861,0.092806665623,0,far from boundary,0,0,0,8,8,7,1,0.983783783784,0.187566199816,0.14110952618,-0.14110952618,-0.0464566736361,0.869517931349,0.95,0,,,,,,,,0.0430996845442,0.0794067073421,,0.733491424334,,,,,,,,,,,,,,,,,,,9,0,0,0,0,-0.0810810810811
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,Diabetes,No Diabetes,10,130209,,,0.416666666667,18.514,2.91852720265,29.205,"""Glucose"" - 122(0.404182962081)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 220(0.379444032005)
""BMI"" - 49.7(1) -> 48.58728(0.99)
""Age"" - 31(0.27027027027)",,0.8,0.01,Diabetes,0,0.09,0.475402330642,0.482855521442,0.00745319080053,1,,,,,,BMI,-0.01,0.745319080053,0.017144478558,0,far from boundary,0,0,1,8,8,7,1,0.998,0.0585422796506,0.0526748497431,-0.0526748497431,-0.00586742990753,0.884810844215,0.95,0,,,,,,,,0.0430996845442,0.00603821159388,1,0.615026981511,,,,,,,,,,,,,,,,,,,10,0,0,0,-0.01,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,11,130300,,,0.416666666667,20.873,3.03845645776,29.205,"""Glucose"" - 188(0.965312021765)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 185(0.307267178091)
""BMI"" - 32(0.407417813993)
""Age"" - 22(0.027027027027) -> 24(0.0810810810811)",,0.8,0.0540540540541,Diabetes,1,0.154136240061,0.47914363584,0.500158670077,0.0210150342373,1,,,,,,Age,0.0540540540541,0.38877813339,0.000158670077,0,far from boundary,0,1,0,8,8,7,1,0.897861353751,0.0510070332363,0.000379110097785,0.000379110097785,-0.0506279231385,0.873723561217,0.95,0,,,,,,,,0.0430996845442,0.0515099408979,,0.685436247968,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0.0540540540541
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,12,130301,,,0.416666666667,27.48,3.31345846735,29.205,"""Glucose"" - 169(0.80377486822)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 125(0.183535428524)
""BMI"" - 29.9(0.33366114077) -> 30.3652(0.35)
""Age"" - 31(0.27027027027)",,0.8,0.0163388592301,No Diabetes,0,0.085,0.471507571159,0.47696188566,0.00545431450058,1,,,,,,BMI,0.0163388592301,0.333824682848,0.02303811434,0,far from boundary,0,0,1,8,8,7,1,0.942588775517,0.0681400565705,0.0550753042351,-0.0550753042351,-0.0130647523354,0.926387158629,0.95,0,,,,,,,,0.0430996845442,0.0125810575861,1,0.384403066086,,,,,,,,,,,,,,,,,,,12,0,0,0,0.0163388592301,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,13,130302,,,0.416666666667,59.475,4.08555605619,29.205,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 140(0.214468365916)
""BMI"" - 29.5(0.319612250632) -> 31.50408(0.39)
""Age"" - 37(0.432432432432)",,0.8,0.0703877493678,No Diabetes,0,0.045,0.457524313708,0.483732949963,0.0262086362549,1,,,,,,BMI,0.0703877493678,0.372346558745,0.016267050037,0,far from boundary,0,0,1,8,8,7,1,0.985922450126,0.0899558203792,0.0343798016542,-0.0343798016542,-0.055576018725,0.91491882682,0.95,0,,,,,,,,0.0430996845442,0.0683692603814,1,0.48145812777,,,,,,,,,,,,,,,,,,,13,0,0,0,0.0703877493678,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,14,130303,,,0.416666666667,18.928,2.94064230724,29.205,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 135(0.204157386785)
""BMI"" - 26(0.196684461928)
""Age"" - 51(0.810810810811) -> 53(0.864864864865)",,0.8,0.0540540540541,No Diabetes,0,0.154869592127,0.461206551844,0.484026866035,0.0228203141912,1,,,,,,Age,0.0540540540541,0.422175812537,0.015973133965,0,far from boundary,0,0,0,8,8,7,1,0.989189189189,0.0439971594513,0.0180855145736,-0.0180855145736,-0.0259116448777,0.840272322204,0.95,0,,,,,,,,0.0430996845442,0.0515099408979,,0.744584334929,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0.0540540540541
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,15,130304,,,0.416666666667,22.348,3.1067368316,29.205,"""Glucose"" - 147(0.616731848325)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 293(0.529984327312)
""BMI"" - 34.9(0.509272267491) -> 35.20544(0.52)
""Age"" - 30(0.243243243243)",,0.8,0.0107277325091,No Diabetes,0,0.1225,0.456284584367,0.459850066294,0.00356548192724,1,,,,,,BMI,0.0107277325091,0.332361188556,0.040149933706,0,far from boundary,0,0,1,8,8,7,1,0.997854453498,0.104700083858,0.0961220573037,-0.0961220573037,-0.00857802655455,0.916665939866,0.95,0,,,,,,,,0.0430996845442,0.00678936279596,1,0.40594256816,,,,,,,,,,,,,,,,,,,15,0,0,0,0.0107277325091,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,16,130305,,,0.416666666667,15.48,2.73954886816,29.205,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 100(1)
""Insulin"" - 240(0.420687948528)
""BMI"" - 57.3(1)
""Age"" - 22(0.027027027027) -> 25(0.108108108108)",,0.8,0.0810810810811,Diabetes,1,0.207893132553,0.498825750363,0.523471477617,0.0246457272539,1,,,,,,Age,0.0810810810811,0.303963969465,0.023471477617,1,near boundary,0,1,0,8,8,7,1,0.940227088825,0.0975567477394,0.081435574188,0.081435574188,-0.0161211735514,0.82643871522,0.95,0,,,,,,,,0.0430996845442,0.0794067073421,,1.37533240279,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0.0810810810811
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,17,130306,,,0.416666666667,30.917,3.43130619443,29.205,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 86(0.826086956522)
""Insulin"" - 105(0.142291512002)
""BMI"" - 39.1(0.656785613936)
""Age"" - 42(0.567567567568) -> 44(0.621621621622)",,0.8,0.0540540540541,Diabetes,1,0.154768440118,0.47579270031,0.500458369404,0.0246656690947,1,,,,,,Age,0.0540540540541,0.456314878252,0.000458369404,0,far from boundary,0,1,0,8,8,7,1,0.943521816453,0.0253928635876,0.000518837882892,0.000518837882892,-0.0248740257047,0.912009044282,0.95,0,,,,,,,,0.0430996845442,0.0515099408979,,0.385900724535,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0.0540540540541
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,18,130307,,,0.416666666667,25.885,3.25366365035,29.205,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676) -> 48(0.72972972973)",,0.8,0.0540540540541,No Diabetes,0,0.182574003478,0.410097907251,0.438746183475,0.0286482762245,1,,,,,,Age,0.0540540540541,0.529993110153,0.061253816525,0,far from boundary,0,0,0,8,8,7,1,0.989189189189,0.0898788564425,0.0608780563796,-0.0608780563796,-0.0290008000628,0.903234257517,0.95,0,,,,,,,,0.0430996845442,0.0515099408979,,0.462428756509,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0.0540540540541
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,19,130308,,,0.416666666667,28.598,3.35333678531,29.205,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268) -> 33.49712(0.46)
""Age"" - 45(0.648648648649)",,0.8,0.0244844057319,No Diabetes,0,0.0775,0.466495820489,0.482638145583,0.0161423250937,1,,,,,,BMI,0.0244844057319,0.659290050592,0.017361854417,0,far from boundary,0,0,1,8,8,7,1,0.995103118853,0.0133659365246,0.00605348727146,-0.00605348727146,-0.0073124492531,0.858202330101,0.95,0,,,,,,,,0.0430996845442,0.0209887306939,1,0.907385798703,,,,,,,,,,,,,,,,,,,19,0,0,0,0.0244844057319,0
R_5dyiDVxpY3uvP1p,diabetes,attribution,Glucose + BMI,testing,No Diabetes,Diabetes,20,130309,,,0.416666666667,20.919,3.04065783691,29.205,"""Glucose"" - 143(0.582724026526)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 310(0.565041656356)
""BMI"" - 42.4(0.772688957572)
""Age"" - 22(0.027027027027) -> 26(0.135135135135)",,0.8,0.108108108108,No Diabetes,0,0.252919150536,0.481679327756,0.49543170335,0.0137523755934,1,,,,,,Age,0.108108108108,0.127209474239,0.00456829665,1,near boundary,0,0,0,8,8,7,1,0.978378378378,0.102945766638,0.0109136655938,-0.0109136655938,-0.0920321010442,0.873263365673,0.95,0,,,,,,,,0.0430996845442,0.107303473786,,0.579629117584,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0.108108108108
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,1,130100,Diabetes,1,0.333333333333,19.44,2.96733279903,17.6815,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)","""Glucose"" - 145(0.599727937426) -> 127(0.44669273933)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523) -> 33.2(0.449564484406)
""Age"" - 40(0.513513513514)",,,,,,,,,,-0.153035198096,0,0,-0.165074459118,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,2,130101,Diabetes,1,0.333333333333,26.052,3.26009454068,17.6815,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038)
""Age"" - 48(0.72972972973)","""Glucose"" - 120(0.387179051182) -> 102(0.234143853086)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038) -> 38(0.618151166058)
""Age"" - 48(0.72972972973)",,,,,,,,,,-0.153035198096,0,0,-0.15102556898,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,3,130102,No Diabetes,0,0.333333333333,14.538,2.67676591106,17.6815,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)","""Glucose"" - 136(0.523210338378) -> 118(0.370175140282)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248) -> 32.7(0.432003371734)
""Age"" - 43(0.594594594595)",,,,,,,,,,-0.153035198096,0,0,-0.154537791514,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,4,130103,Diabetes,0,0.333333333333,11.821,2.46987761077,17.6815,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)","""Glucose"" - 154(0.676245536473) -> 172(0.829280734569)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252) -> 35.6(0.533857825232)
""Age"" - 37(0.432432432432)",,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,5,130104,Diabetes,0,0.333333333333,42.806,3.75667827968,17.6815,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)","""Glucose"" - 158(0.710253358272) -> 176(0.863288556368)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855) -> 36.1(0.551418937904)
""Age"" - 28(0.189189189189)",,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,6,130105,Diabetes,0,0.333333333333,27.808,3.32532374908,17.6815,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)","""Glucose"" - 123(0.412684917531) -> 141(0.565720115627)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871) -> 37.5(0.600590053386)
""Age"" - 40(0.513513513514)",,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,7,130106,No Diabetes,0,0.333333333333,11.222,2.41787613733,17.6815,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 73(0.54347826087)
""Insulin"" - 200(0.338200115483) -> 125(0.183535428524)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,0,-0.152173913043,-0.154664686959,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,8,130107,Diabetes,1,0.333333333333,16.225,2.78655326259,17.6815,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)","""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783) -> 75(0.586956521739)
""Insulin"" - 485(0.925925925926) -> 408(0.767136847315)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)",,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,Diabetes,,9,130108,Diabetes,1,0.333333333333,18.666,2.92670368714,17.6815,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)","""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652) -> 77(0.630434782609)
""Insulin"" - 474(0.903241771839) -> 400(0.750639280706)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)",,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,10,130109,Diabetes,0,0.333333333333,23.619,3.16205147287,17.6815,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)","""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174) -> 83(0.760869565217)
""Insulin"" - 122(0.177348841046) -> 198(0.334075723831)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)",,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,11,130110,Diabetes,0,0.333333333333,16.697,2.81522906257,17.6815,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)","""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 182(0.301080590613) -> 262(0.466056256702)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)",,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
R_3Y6DxLHpTdEq7Kh,diabetes,counterfactual,Glucose + BMI,training,No Diabetes,,12,130111,Diabetes,0,0.333333333333,15.921,2.76763899251,17.6815,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 171(0.278396436526)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)","""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 171(0.278396436526) -> 246(0.433061123484)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)",,,,,,,,,,0,0.152173913043,0.154664686959,0,0,,,,,,,0,,,6,6,6,1,,,,,,,0.5,0,,,,,,,,0.159105755815,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
