row_id,peak_temperature_c,heating_rate_c_min,soak_time_min,cooling_rate_c_min,body_moisture_pct,pressing_pressure_mpa,green_density_g_cm3,particle_d50_um,feldspar_pct,target
1014,1157.2,8.39,30.8,8.01,5.61,35.8,1.859,17.65,21.31,0
1015,1204.7,8.34,51.1,5.28,4.16,25.3,1.835,10.13,22.1,1
1016,1163.9,6.18,35.1,5.21,6.28,23.9,1.756,7.34,24.51,0
1017,1184.3,7.89,58.4,4.62,4.93,39.4,1.887,15.18,22.59,0
1018,1208.2,5.5,42.4,6.09,5.73,23.1,1.776,16.89,18.77,1
1019,1215.4,6.61,29.4,6.34,6.7,36.3,1.831,9.34,30.08,1
1020,1189.9,7.59,44.9,6.0,4.32,22.4,1.818,14.41,21.81,1
1021,1167.4,6.62,33.7,7.0,5.8,27.7,1.839,11.75,22.24,0
1022,1200.7,8.11,53.8,5.42,6.54,38.4,1.84,18.0,20.12,1
1023,1171.2,7.23,43.5,3.76,6.46,31.5,1.849,12.4,22.12,0
1024,1164.9,3.57,22.6,5.29,5.36,38.1,1.891,15.47,21.92,0
1025,1181.7,6.35,53.4,9.44,6.49,30.2,1.828,14.06,24.41,1
1026,1184.6,7.27,47.2,4.84,4.65,28.4,1.826,14.89,19.19,1
1027,1230.1,6.63,23.5,7.14,5.14,24.5,1.814,12.07,20.37,1
1028,1192.5,6.09,31.2,2.16,5.38,33.5,1.847,18.78,22.31,0
1029,1192.8,6.78,47.8,3.98,4.38,26.0,1.841,13.25,23.28,0
1030,1167.8,7.63,29.4,7.34,6.33,27.8,1.795,12.16,18.36,0
1031,1155.6,7.9,35.5,9.46,7.03,30.5,1.85,12.58,19.69,0
1032,1191.1,5.19,27.1,6.88,5.49,39.8,1.926,16.92,22.45,0
1033,1164.5,5.71,39.2,5.02,6.81,18.5,1.78,15.74,24.94,0
1034,1165.2,6.43,70.0,5.91,5.85,31.6,1.851,16.47,20.27,0
1035,1221.1,8.5,41.6,6.99,4.66,22.0,1.766,13.16,17.48,1
1036,1145.7,4.79,56.8,6.7,5.12,32.3,1.841,13.76,18.57,0
1037,1214.8,7.44,51.5,4.64,4.18,40.3,1.922,15.47,27.14,1
1038,1177.2,7.05,43.4,6.4,4.48,29.3,1.864,14.06,21.62,0
1039,1199.4,5.95,49.5,2.0,5.47,40.4,1.899,11.93,19.06,0
1040,1195.7,11.91,41.6,5.06,5.66,28.7,1.829,16.07,17.42,1
1041,1177.3,7.78,15.0,6.59,5.58,33.2,1.859,9.06,27.83,1
1042,1167.9,5.38,54.0,7.78,5.52,31.7,1.848,14.36,21.11,0
1043,1213.5,8.46,43.3,7.1,5.67,26.7,1.805,9.39,24.58,1
1044,1161.4,7.56,33.7,5.32,5.91,18.4,1.757,17.37,22.12,1
1045,1194.3,6.77,24.9,7.91,5.43,23.9,1.758,11.47,15.73,0
1046,1142.1,9.58,40.8,5.13,4.8,30.7,1.854,11.2,25.89,0
1047,1193.3,6.55,36.4,5.18,6.85,34.5,1.855,9.87,22.36,0
1048,1231.1,9.72,45.9,7.12,5.53,30.2,1.842,14.36,20.44,1
1049,1203.2,6.83,38.2,3.71,5.15,31.4,1.852,12.64,25.67,1
1050,1217.1,6.23,50.7,4.25,6.64,34.6,1.843,9.61,23.44,1
1051,1182.7,9.06,54.3,6.08,6.7,24.2,1.824,13.33,22.81,0
1052,1216.3,5.96,16.6,3.28,5.09,34.8,1.867,10.35,26.44,0
1053,1165.2,6.78,49.3,5.09,5.93,26.5,1.833,15.23,22.97,1
1054,1167.6,4.14,36.6,9.39,4.48,37.2,1.866,11.83,20.42,0
1055,1205.8,8.12,15.0,5.55,5.24,27.1,1.803,15.72,23.71,0
1056,1221.9,7.52,29.8,10.11,6.0,26.7,1.85,17.51,24.06,1
1057,1170.0,7.79,30.0,6.94,6.49,31.2,1.866,14.86,23.12,0
1058,1181.0,8.66,38.9,2.64,4.76,39.7,1.887,12.61,16.72,0
1059,1196.2,7.86,52.6,5.29,5.65,27.4,1.823,12.75,21.85,1
1060,1163.6,7.98,33.1,6.45,4.5,27.1,1.831,13.55,22.66,0
1061,1155.2,8.97,34.2,3.77,6.51,23.1,1.794,10.77,19.8,0
1062,1175.9,7.61,40.2,7.76,5.58,34.1,1.871,14.39,21.82,0
1063,1174.8,8.54,38.1,5.71,5.93,36.1,1.868,9.13,23.49,0
1064,1217.3,6.46,46.4,6.61,6.28,25.8,1.792,14.33,18.87,1
1065,1213.2,3.67,36.7,5.6,6.73,34.1,1.85,15.12,23.24,1
1066,1175.0,9.91,47.3,6.65,5.13,30.8,1.812,15.03,22.24,1
1067,1153.1,7.88,30.1,4.38,6.29,28.8,1.846,12.27,21.2,0
1068,1120.0,6.81,28.2,6.25,5.42,27.0,1.809,17.15,23.02,0
1069,1120.0,7.23,22.1,6.26,6.33,20.5,1.744,16.65,20.92,0
1070,1173.5,5.11,26.4,5.8,6.16,23.4,1.772,15.65,20.18,1
1071,1148.9,7.49,49.0,6.62,5.98,33.1,1.827,13.69,24.88,0
1072,1212.7,4.77,54.1,7.73,5.07,30.8,1.853,12.95,23.57,1
1073,1192.5,6.39,29.0,7.76,5.92,27.4,1.826,9.52,22.34,0
1074,1187.0,8.59,34.7,5.89,5.8,30.1,1.809,13.89,21.25,1
1075,1184.7,7.94,65.5,9.06,5.52,26.9,1.804,10.84,26.21,1
1076,1211.5,6.25,49.8,7.75,7.01,27.9,1.805,16.77,18.09,1
1077,1198.1,9.12,23.0,6.69,5.61,27.6,1.806,12.86,21.65,0
1078,1209.4,7.29,34.8,8.49,5.9,34.0,1.857,15.51,27.53,1
1079,1174.4,6.35,35.5,5.42,4.05,23.3,1.81,12.14,19.46,0
1080,1197.5,7.75,28.2,5.74,4.68,21.7,1.787,13.37,19.7,0
1081,1180.3,8.61,53.0,7.01,5.34,35.9,1.882,11.76,23.17,1
1082,1210.2,10.66,43.3,5.75,6.41,40.0,1.889,14.89,20.89,1
1083,1139.9,5.42,36.9,5.73,7.24,23.8,1.763,17.58,23.16,0
1084,1163.9,8.09,41.8,3.92,4.86,32.1,1.833,13.35,24.89,0
1085,1200.0,6.46,34.5,6.17,4.18,18.0,1.815,10.96,25.19,1
1086,1154.0,9.58,29.7,6.43,5.79,32.7,1.82,14.58,20.36,0
1087,1188.5,8.19,61.8,7.7,5.77,27.1,1.805,11.58,27.21,1
1088,1177.7,8.41,45.0,6.16,5.45,35.8,1.859,12.51,24.51,0
1089,1177.0,4.1,32.4,7.54,4.73,30.6,1.84,15.18,21.21,0
1090,1172.6,6.4,47.1,5.92,4.91,29.7,1.868,11.47,21.56,0
1091,1172.8,7.14,30.1,9.38,5.04,22.6,1.833,15.67,23.39,0
1092,1168.0,9.53,46.6,4.32,5.72,35.9,1.872,17.58,26.02,0
1093,1162.5,6.64,33.6,5.89,7.72,27.2,1.79,19.06,18.49,0
1094,1217.2,7.68,38.1,7.14,5.4,29.2,1.828,14.4,23.6,1
1095,1207.2,6.06,37.6,6.39,5.71,33.1,1.839,16.11,24.44,1
1096,1171.8,8.5,41.2,6.3,6.26,30.9,1.858,12.15,22.27,0
1097,1155.0,5.84,57.7,7.06,5.21,28.7,1.798,11.41,23.8,0
1098,1179.7,8.38,43.0,5.56,5.89,32.5,1.84,12.09,22.16,0
1099,1192.2,7.5,30.8,7.01,5.42,30.1,1.846,11.39,17.52,0
1100,1161.1,7.61,42.8,7.89,4.64,27.3,1.868,18.76,21.0,0
1101,1162.8,7.27,57.2,6.55,4.41,29.0,1.813,11.91,25.39,0
1102,1199.1,9.3,44.0,6.45,5.3,35.3,1.847,13.0,25.24,1
1103,1214.6,7.75,46.0,7.73,5.85,29.8,1.823,14.72,17.85,1
1104,1217.1,8.11,43.9,3.77,5.92,22.1,1.754,14.62,24.24,1
1105,1170.6,7.0,51.3,5.01,5.68,18.9,1.738,19.23,21.63,1
1106,1179.1,5.71,43.5,5.53,6.04,35.3,1.881,10.72,19.41,0
1107,1210.0,7.96,32.9,8.09,4.75,28.8,1.831,14.61,26.66,1
1108,1199.4,8.37,55.7,6.71,5.94,32.1,1.824,10.32,18.62,1
1109,1183.9,6.3,48.8,3.89,4.84,29.0,1.839,17.56,24.08,0
1110,1207.2,8.84,61.2,6.47,4.96,27.0,1.82,9.78,25.84,1
1111,1173.3,5.34,40.7,8.68,5.18,31.7,1.828,13.16,24.49,1
1112,1215.0,7.08,50.1,5.47,6.01,40.3,1.905,15.12,29.42,1
1113,1194.8,5.15,41.6,5.02,5.85,31.7,1.853,14.81,26.37,1
1114,1183.8,6.63,27.0,3.75,5.8,30.0,1.803,15.68,28.69,1
1115,1213.3,6.34,51.2,7.72,6.4,26.4,1.825,13.33,18.73,1
1116,1185.2,5.82,59.2,7.5,6.11,25.7,1.831,15.9,23.4,1
1117,1191.0,6.35,28.6,5.32,6.33,31.7,1.84,16.5,21.11,1
1118,1180.6,6.99,51.4,6.0,5.26,31.5,1.855,12.74,21.26,1
1119,1187.4,6.8,52.6,4.41,6.61,28.0,1.858,17.86,18.25,0
1120,1176.3,5.11,34.6,4.52,6.29,32.4,1.863,13.09,17.84,0
1121,1201.2,6.43,39.3,5.64,7.0,21.2,1.779,14.98,21.03,0
1122,1174.9,9.63,46.5,7.73,6.05,31.3,1.817,11.26,16.12,1
1123,1168.8,5.45,47.4,3.94,4.07,34.0,1.867,10.01,24.48,0
1124,1214.2,8.95,48.9,4.91,5.57,19.5,1.778,17.51,25.88,1
1125,1176.6,7.6,40.3,5.26,5.59,37.5,1.913,13.84,20.79,0
1126,1204.1,10.64,36.9,7.32,5.25,28.6,1.784,15.05,20.29,1
1127,1202.7,7.22,46.1,3.37,4.84,30.3,1.861,15.02,19.76,0
1128,1239.8,6.49,33.8,5.88,5.18,30.0,1.82,16.07,21.12,1
1129,1201.3,6.31,39.3,6.08,4.61,35.2,1.873,15.83,25.8,1
1130,1178.6,6.39,41.4,6.24,5.6,33.5,1.845,11.01,20.84,0
1131,1199.6,9.48,39.7,3.43,6.69,34.9,1.857,17.94,21.78,1
1132,1176.9,4.78,18.3,6.63,6.8,26.7,1.823,15.78,21.12,0
1133,1201.0,7.42,36.0,2.0,6.23,26.3,1.826,9.61,21.19,0
1134,1214.0,5.28,46.0,6.78,5.42,28.0,1.848,13.97,21.24,1
1135,1179.6,7.14,32.5,6.93,4.12,38.7,1.915,14.38,21.4,0
1136,1212.2,7.98,39.8,4.76,6.81,31.3,1.818,10.67,24.89,1
1137,1156.2,4.03,63.5,5.97,5.76,39.2,1.894,11.37,23.21,0
1138,1171.4,8.25,37.4,5.23,6.4,26.1,1.798,12.47,16.09,0
1139,1194.2,9.79,34.8,6.86,4.29,22.3,1.782,19.93,17.35,1
1140,1250.0,6.89,21.6,5.07,6.25,34.1,1.876,12.83,23.2,1
1141,1243.1,8.65,51.9,6.67,5.02,32.9,1.867,9.93,23.2,1
1142,1203.5,4.69,51.2,7.59,6.9,42.3,1.882,16.06,23.3,1
1143,1230.7,8.91,32.8,7.42,7.31,26.0,1.793,17.12,21.61,1
1144,1210.7,10.64,28.7,7.55,6.5,31.3,1.841,15.8,21.24,1
1145,1173.3,6.72,33.3,7.55,6.19,34.4,1.893,11.35,25.85,1
1146,1195.9,5.77,48.3,6.27,5.83,33.1,1.847,16.34,14.75,0
1147,1177.5,10.18,39.3,7.3,5.28,27.6,1.842,17.95,19.51,1
1148,1164.0,6.27,38.5,7.89,5.08,32.1,1.833,11.86,18.71,1
1149,1199.4,5.87,51.2,5.76,5.17,40.5,1.903,13.48,30.31,1
1150,1169.8,6.56,52.4,5.36,7.01,27.4,1.795,16.45,23.84,1
1151,1185.5,9.02,33.4,6.37,5.38,24.4,1.811,11.64,20.76,1
1152,1124.2,3.78,31.2,5.52,6.12,23.7,1.792,9.14,25.34,0
1153,1202.6,7.02,35.8,8.36,5.65,26.1,1.824,14.27,21.23,1
1154,1177.5,8.67,41.6,7.81,5.92,34.0,1.823,10.71,17.28,0
1155,1146.9,9.31,15.0,5.21,4.98,34.1,1.853,10.82,25.87,0
1156,1178.8,7.35,34.1,5.65,7.46,37.2,1.872,15.03,23.74,0
1157,1183.9,5.89,28.9,7.91,5.54,34.1,1.859,15.55,23.08,1
1158,1179.2,6.33,36.3,7.08,6.13,20.9,1.754,12.73,18.97,1
1159,1155.5,7.65,47.6,5.79,6.72,26.3,1.795,16.52,24.09,1
1160,1177.3,6.61,45.4,3.85,5.28,26.5,1.804,12.6,20.79,1
1161,1211.2,7.55,40.5,6.77,5.48,36.1,1.837,11.17,25.06,1
1162,1229.8,10.58,37.0,7.91,5.09,24.2,1.801,17.03,17.63,1
1163,1219.8,6.33,38.3,6.42,5.5,32.1,1.87,12.19,22.6,1
1164,1176.2,7.2,60.4,4.77,4.85,29.9,1.82,12.88,18.06,1
1165,1192.8,7.04,40.5,10.63,5.25,40.7,1.924,15.29,17.47,0
1166,1172.3,7.26,40.0,6.68,5.27,25.2,1.824,13.54,23.12,1
1167,1194.0,9.7,36.8,4.73,7.3,30.8,1.807,13.69,16.34,0
1168,1193.0,10.31,41.0,4.56,5.05,35.5,1.893,12.01,19.11,0
1169,1189.3,6.86,37.8,6.49,6.05,37.1,1.882,15.23,19.7,0
1170,1197.4,7.68,40.4,8.84,6.28,34.8,1.9,9.19,17.95,1
1171,1184.3,7.33,68.0,4.32,7.28,26.1,1.804,11.11,17.61,1
1172,1165.8,6.51,48.1,5.15,6.55,29.0,1.822,11.83,21.41,0
1173,1202.5,6.94,46.7,7.45,5.34,31.0,1.851,10.39,27.68,1
1174,1187.7,10.99,36.3,6.83,5.96,32.0,1.87,13.8,22.56,1
1175,1169.1,6.37,30.1,6.93,4.66,25.9,1.781,12.93,23.06,0
1176,1216.1,5.91,59.6,4.9,6.61,33.9,1.867,7.55,26.39,1
1177,1145.5,6.76,34.8,5.87,7.32,35.6,1.871,9.4,24.84,0
1178,1159.8,6.62,35.8,3.69,6.89,25.9,1.789,9.69,21.72,0
1179,1200.6,4.81,25.0,5.84,5.62,29.1,1.836,10.57,18.93,0
1180,1225.6,9.69,50.1,7.0,5.46,30.2,1.808,16.05,19.35,1
1181,1189.6,8.01,46.1,7.24,5.33,31.5,1.824,9.84,22.55,0
1182,1188.2,6.79,36.5,7.13,3.0,34.6,1.892,11.65,25.5,0
1183,1214.0,6.14,49.2,6.95,5.97,33.9,1.827,10.55,20.87,1
1184,1200.9,9.06,48.4,7.14,6.02,23.9,1.782,11.97,17.83,1
1185,1202.6,6.02,47.3,5.71,7.67,26.4,1.753,13.88,23.11,1
1186,1227.4,6.6,56.9,7.59,5.47,26.5,1.821,7.95,19.54,1
1187,1213.7,9.49,31.7,8.01,4.94,38.1,1.896,17.76,15.57,0
1188,1153.7,8.38,25.5,4.79,5.84,32.9,1.838,16.82,24.6,0
1189,1178.5,7.46,41.7,7.42,5.48,37.5,1.893,22.57,18.36,0
1190,1211.3,7.83,44.0,3.0,5.6,32.5,1.84,13.71,20.52,0
1191,1193.4,8.4,23.3,4.58,3.68,31.8,1.876,14.97,21.02,0
1192,1218.2,8.26,20.6,7.17,5.96,30.6,1.809,14.57,24.94,1
1193,1190.4,12.5,43.9,8.56,5.73,29.4,1.844,8.59,20.21,1
1194,1153.1,6.49,60.9,5.28,5.82,31.8,1.857,14.07,19.91,0
1195,1178.4,9.36,38.5,5.24,4.93,32.3,1.823,8.15,24.72,1
1196,1197.8,7.02,42.1,4.79,4.89,29.7,1.778,15.4,16.27,1
1197,1204.1,4.27,38.8,4.35,4.54,28.6,1.849,8.82,23.38,0
1198,1241.9,7.11,31.8,7.55,3.19,33.2,1.9,9.27,23.65,1
1199,1203.0,7.06,43.6,6.46,6.11,34.4,1.856,17.55,22.74,1
1200,1231.0,7.99,54.4,7.93,4.15,30.8,1.861,18.49,26.75,1
1201,1151.6,6.17,39.9,6.61,5.12,29.0,1.834,13.65,21.01,0
1202,1177.2,8.24,52.8,6.48,5.9,32.3,1.83,13.99,20.49,1
1203,1191.0,8.82,43.7,7.7,5.05,27.6,1.813,8.73,28.57,1
1204,1191.0,5.63,49.8,6.39,6.02,38.0,1.898,10.36,24.09,0
1205,1215.8,7.1,37.0,4.24,4.64,29.6,1.884,11.13,27.41,1
1206,1175.2,4.45,33.5,5.29,5.62,43.5,1.95,16.45,23.4,0
1207,1198.7,8.59,44.0,6.88,4.63,29.5,1.807,16.48,23.96,1
1208,1173.2,6.71,44.3,9.12,6.2,26.9,1.838,12.58,23.28,1
1209,1156.2,5.34,44.4,6.95,6.07,40.1,1.879,10.52,20.57,0
1210,1177.4,5.71,41.1,7.5,5.74,29.7,1.818,12.29,26.05,1
1211,1158.2,9.13,44.1,7.15,5.45,38.9,1.872,17.55,23.72,1
1212,1196.4,4.89,53.7,7.1,7.14,30.6,1.826,10.47,19.3,1
1213,1206.4,4.59,47.4,5.19,5.92,20.1,1.778,11.67,20.01,1
1214,1181.9,6.27,47.3,6.56,5.62,31.8,1.869,10.76,21.37,0
1215,1220.7,7.64,30.7,4.83,6.64,33.3,1.834,17.47,24.99,1
1216,1188.0,8.22,43.4,7.57,6.19,32.7,1.822,7.89,22.79,1
1217,1225.9,9.45,36.1,3.33,5.47,33.1,1.855,15.4,24.6,1
1218,1210.3,6.61,51.5,6.13,6.44,26.0,1.786,14.9,26.24,1
1219,1199.6,5.04,36.2,6.89,7.72,28.0,1.797,16.63,25.17,1
1220,1176.0,8.56,46.6,6.59,4.78,30.4,1.8,16.21,20.02,1
1221,1182.3,8.74,60.5,3.4,6.52,32.8,1.853,15.16,24.42,1
1222,1178.7,6.77,42.9,8.53,4.26,31.5,1.821,15.84,18.17,0
1223,1145.4,7.89,27.5,5.77,6.67,33.7,1.884,14.35,17.72,0
1224,1216.7,4.85,34.6,8.64,5.37,31.5,1.829,15.24,21.94,1
1225,1187.4,6.67,31.1,5.47,4.95,30.8,1.827,12.75,21.06,0
1226,1207.8,8.85,39.0,7.52,6.0,39.7,1.892,12.05,19.44,0
1227,1163.3,5.69,32.3,3.05,6.28,28.7,1.867,14.12,24.22,0
1228,1179.3,7.51,35.6,5.75,7.17,24.5,1.782,14.16,15.82,0
1229,1155.2,7.58,37.7,4.52,6.14,30.3,1.817,8.21,17.54,0
1230,1171.0,4.2,35.4,6.73,5.88,36.5,1.865,11.91,18.53,0
1231,1196.4,7.34,39.4,7.8,5.66,32.4,1.863,12.5,15.3,0
1232,1163.8,6.4,46.7,6.29,5.58,32.4,1.836,11.17,23.0,0
1233,1175.5,8.15,40.3,6.94,5.74,36.2,1.874,18.32,16.45,0
1234,1195.0,6.51,35.6,5.18,6.44,30.5,1.845,15.08,22.06,0
1235,1129.2,6.41,58.0,8.3,6.51,25.3,1.809,13.5,24.23,1
1236,1172.1,8.19,62.9,4.5,5.28,20.0,1.745,14.39,24.08,1
1237,1213.0,8.18,49.8,8.13,6.36,35.6,1.839,15.03,19.19,1
1238,1166.0,7.3,39.5,6.54,6.52,31.8,1.794,16.17,22.52,1
1239,1136.4,8.36,47.6,6.84,5.04,28.2,1.8,11.68,25.29,0
1240,1196.7,8.05,40.1,6.45,6.3,37.6,1.87,13.99,24.24,0
1241,1180.6,8.44,44.6,6.77,4.95,28.3,1.804,13.23,20.98,0
1242,1200.4,5.86,29.0,5.31,5.96,28.2,1.792,10.73,18.72,0
1243,1210.4,4.74,45.9,3.88,6.03,37.8,1.893,12.31,21.5,0
1244,1223.6,7.94,42.6,6.89,5.42,33.1,1.87,16.96,19.23,1
1245,1184.3,6.03,58.6,6.91,6.81,28.1,1.831,14.08,21.81,1
1246,1168.0,6.4,36.3,6.73,6.49,24.9,1.803,14.01,21.19,0
1247,1192.3,8.92,39.6,7.81,6.01,28.8,1.781,12.75,21.34,1
1248,1180.0,6.73,25.9,6.44,6.05,18.0,1.757,16.93,17.95,1
1249,1160.3,9.09,34.7,8.24,5.9,32.4,1.846,11.12,23.87,0
1250,1230.1,6.48,41.5,5.58,6.35,31.7,1.826,12.79,15.43,1
1251,1197.5,6.76,46.3,6.26,6.97,24.5,1.846,12.68,25.33,1
1252,1193.4,5.08,55.0,5.99,6.45,26.5,1.804,15.39,23.72,1
1253,1201.3,5.64,31.8,5.61,5.58,37.4,1.815,16.69,19.15,0
1254,1181.3,7.22,35.3,6.28,5.73,26.9,1.799,20.6,18.01,0
1255,1142.4,7.48,39.4,6.14,5.54,33.4,1.851,15.86,17.79,0
1256,1191.0,6.57,36.2,6.72,4.34,32.8,1.872,14.67,20.24,0
1257,1183.3,8.45,37.9,5.51,7.08,31.4,1.807,14.92,20.34,1
1258,1163.8,8.19,41.1,7.16,5.72,27.7,1.854,11.52,26.05,0
1259,1152.5,7.21,32.2,6.59,4.81,23.4,1.823,11.72,22.23,0
1260,1187.1,5.26,67.5,5.99,5.92,29.5,1.854,13.84,26.69,1
1261,1158.5,6.38,34.7,6.84,6.69,26.1,1.78,16.08,21.21,0
1262,1133.2,8.6,56.0,4.95,6.2,28.1,1.802,18.61,22.42,0
1263,1193.0,6.91,23.1,7.37,5.48,35.2,1.873,14.91,20.12,0
1264,1173.3,9.0,48.1,3.62,6.25,39.7,1.87,17.6,21.55,0
1265,1213.6,9.43,31.6,7.67,6.43,24.7,1.804,15.17,19.18,1
1266,1214.3,4.98,32.8,8.35,4.78,30.3,1.855,15.59,19.79,1
1267,1194.5,3.66,22.3,4.87,4.03,29.8,1.891,12.04,22.78,0
1268,1227.3,8.51,30.1,5.89,4.86,27.2,1.832,16.52,20.33,1
1269,1224.9,6.68,31.8,4.58,5.64,23.4,1.779,6.67,20.36,1
1270,1156.8,3.26,47.8,6.9,7.47,34.9,1.874,10.9,22.44,0
1271,1160.3,7.87,29.7,6.94,5.6,27.8,1.848,19.27,15.98,1
1272,1215.1,7.19,27.5,3.93,6.55,24.8,1.788,14.59,23.49,1
1273,1188.7,9.3,27.7,5.68,5.82,37.5,1.916,13.51,26.2,0
1274,1193.9,6.32,43.8,8.84,6.4,23.2,1.779,11.67,17.63,1
1275,1213.7,7.37,44.0,5.23,5.79,35.3,1.886,17.52,17.64,1
1276,1126.2,5.48,32.2,4.06,5.89,22.2,1.816,12.62,18.4,0
1277,1164.6,7.76,32.0,3.86,5.67,31.5,1.821,12.82,22.43,0
1278,1178.2,10.58,55.3,6.59,5.53,27.2,1.787,9.49,23.06,1
1279,1205.2,7.78,41.2,4.15,6.85,38.4,1.906,12.72,20.27,1
1280,1190.8,5.12,31.6,5.09,6.04,34.9,1.858,12.51,20.47,0
1281,1186.5,6.34,43.4,6.58,4.8,24.6,1.805,14.77,22.42,0
1282,1177.5,6.54,39.0,8.09,5.58,24.9,1.828,11.45,18.73,0
1283,1175.5,4.91,48.5,10.23,6.82,27.9,1.826,9.99,26.23,1
1284,1164.7,5.82,16.3,4.79,6.26,29.7,1.814,13.36,14.4,0
1285,1169.8,5.72,35.2,6.99,5.8,34.7,1.864,9.24,21.92,0
1286,1216.5,12.5,24.3,2.78,6.33,32.9,1.86,13.56,27.13,1
1287,1212.3,10.96,45.4,8.27,5.6,33.6,1.835,9.75,23.02,1
1288,1226.3,9.02,33.2,4.34,5.86,31.9,1.831,11.12,23.7,1
1289,1184.5,4.28,23.2,9.49,7.09,36.1,1.82,11.48,24.08,1
1290,1186.0,6.99,38.4,7.59,5.15,24.3,1.78,15.77,19.24,1
1291,1191.7,4.66,45.5,7.22,5.74,22.7,1.826,9.31,26.35,0
1292,1162.4,7.74,41.5,8.05,3.05,33.0,1.853,16.1,25.81,1
1293,1167.1,9.24,21.7,5.42,6.09,25.7,1.801,13.44,28.23,0
1294,1189.4,6.38,30.8,3.56,7.73,36.9,1.857,11.55,26.71,0
1295,1211.0,6.15,40.8,7.07,4.48,36.0,1.877,13.83,20.06,1
1296,1147.3,7.35,27.6,7.48,7.16,27.5,1.793,11.12,21.51,0
1297,1169.6,3.86,37.3,5.14,5.58,33.7,1.867,10.33,22.97,0
1298,1204.7,7.06,21.7,4.54,4.71,30.0,1.852,17.91,19.82,0
1299,1200.6,8.95,41.9,8.42,5.66,37.8,1.882,13.79,17.16,1
1300,1163.6,7.26,44.6,7.63,4.82,33.6,1.843,12.46,20.56,0
1301,1225.7,8.72,45.0,7.36,5.68,24.4,1.793,15.9,16.54,1
1302,1191.9,6.69,41.9,6.09,6.01,38.6,1.872,9.86,20.92,0
1303,1166.8,7.21,52.1,6.22,6.17,35.1,1.816,15.42,24.17,1
1304,1167.2,7.56,38.7,6.87,5.74,30.9,1.871,13.29,18.48,0
1305,1181.5,7.41,26.8,6.13,4.48,34.3,1.88,8.42,30.82,0
1306,1175.7,8.62,30.0,7.69,6.45,28.1,1.85,15.57,22.83,0
1307,1202.9,6.99,48.9,5.85,4.75,21.1,1.792,14.89,23.12,1
1308,1204.6,8.0,38.8,3.41,6.97,24.9,1.8,10.28,26.6,1
1309,1161.3,8.19,47.9,9.64,5.43,24.3,1.761,12.44,18.46,0
1310,1219.1,4.53,41.9,6.2,5.26,34.3,1.866,16.93,27.24,1
1311,1210.5,9.24,46.6,5.89,6.33,29.1,1.837,15.41,26.16,1
1312,1181.8,8.18,46.0,7.64,6.96,27.6,1.808,16.84,16.09,1
1313,1194.7,7.45,41.1,7.25,5.22,34.1,1.835,15.43,20.91,0
1314,1155.4,6.76,32.8,9.03,5.59,31.1,1.895,10.07,22.38,0
1315,1185.7,6.06,28.5,6.43,5.96,39.5,1.908,13.7,18.82,0
1316,1206.2,6.52,56.4,4.84,6.95,32.0,1.843,16.39,24.37,1
1317,1205.7,6.47,38.4,7.43,6.5,33.5,1.862,11.38,24.95,1
1318,1202.5,6.67,42.0,5.65,7.12,37.5,1.858,16.34,17.09,0
1319,1168.8,10.84,32.7,5.03,5.2,28.6,1.797,12.25,25.04,1
1320,1172.9,9.07,42.7,7.0,7.25,35.0,1.866,15.27,27.64,1
1321,1162.3,7.06,49.2,4.06,7.05,33.3,1.837,11.09,18.83,0
1322,1162.6,6.54,35.7,4.34,6.05,35.0,1.852,13.29,17.17,0
1323,1192.3,7.02,39.8,7.34,5.78,30.7,1.809,9.78,21.26,1
1324,1192.2,9.06,39.8,5.62,5.64,29.5,1.816,6.0,17.66,0
1325,1220.9,9.68,35.1,5.37,5.28,33.3,1.869,15.46,21.95,1
1326,1179.0,6.21,23.1,7.88,4.97,28.6,1.849,11.27,24.2,0
1327,1185.2,6.19,36.5,3.91,6.44,33.8,1.872,15.78,17.86,0
1328,1162.1,6.79,36.4,6.04,4.81,30.9,1.875,12.54,25.51,0
1329,1170.7,8.34,26.1,7.01,6.44,27.0,1.839,10.36,24.44,0
1330,1205.7,4.89,40.1,7.1,6.37,31.0,1.855,14.82,25.99,1
1331,1169.7,8.39,40.2,5.53,4.83,33.6,1.915,13.2,15.62,0
1332,1178.0,4.97,30.8,4.75,4.84,40.8,1.912,13.51,15.26,0
1333,1224.8,7.22,39.9,5.13,5.81,33.1,1.825,16.47,16.32,1
1334,1198.0,6.68,38.4,4.69,5.97,31.6,1.836,12.79,19.24,0
1335,1190.9,5.67,47.6,4.61,4.42,33.7,1.867,16.21,22.94,1
1336,1149.9,6.79,38.6,7.1,6.05,31.7,1.85,13.41,16.02,0
1337,1196.3,6.73,38.4,6.08,5.75,29.1,1.816,16.78,19.29,0
1338,1177.9,7.92,33.8,7.66,6.35,27.7,1.814,12.47,24.77,1
1339,1192.1,7.31,34.4,6.74,6.35,29.8,1.815,15.41,20.29,1
1340,1164.1,9.26,25.2,7.17,5.38,24.9,1.804,14.56,27.5,0
1341,1191.0,7.28,52.3,3.27,4.46,28.8,1.915,14.65,23.32,0
1342,1174.0,7.13,45.0,3.82,6.14,31.5,1.876,13.86,27.9,1
1343,1153.9,10.01,29.5,7.7,6.19,26.1,1.78,12.9,19.8,0
1344,1166.2,6.79,39.5,6.87,4.76,39.5,1.866,14.14,21.69,0
